"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"If Chelsea Clinton were asked to hold the seat for her mother,as her mother gave our country away, the Fake News would say CHELSEA FOR PRES!",FALSE,90665,NA,2017-07-10 11:47:49,FALSE,NA,"884378624660582405",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",23100,FALSE,FALSE,NA,NA
"When I left Conference Room for short meetings with Japan and other countries, I asked Ivanka to hold seat. Very standard. Angela M agrees!",FALSE,73855,NA,2017-07-10 11:31:33,FALSE,NA,"884374529660903424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",15903,FALSE,FALSE,NA,NA
"I cannot imagine that Congress would dare to leave Washington without a beautiful new HealthCare bill fully approved and ready to go!",FALSE,84546,NA,2017-07-10 10:47:33,FALSE,NA,"884363456849342464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",19892,FALSE,FALSE,NA,NA
"James Comey leaked CLASSIFIED INFORMATION to the media. That is so illegal!",FALSE,94502,NA,2017-07-10 10:40:16,FALSE,NA,"884361623514656769",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",26240,FALSE,FALSE,NA,NA
"The fact that President Putin and I discussed a Cyber Security unit  doesn't mean I think it can happen. It can't-but a ceasefire can,&amp; did!",FALSE,82960,NA,2017-07-10 00:45:13,FALSE,NA,"884211874518192128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",18586,FALSE,FALSE,NA,NA
"Syrian ceasefire seems to be holding. Many lives can be saved. Came out of meeting. Good!",FALSE,93036,NA,2017-07-09 20:09:52,FALSE,NA,"884142582191849474",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",19371,FALSE,FALSE,NA,NA
"For years, even as a ""civilian,"" I listened as Republicans pushed the Repeal and Replace of ObamaCare. Now they finally have their chance!",FALSE,101172,NA,2017-07-09 20:07:11,FALSE,NA,"884141905436696576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",24864,FALSE,FALSE,NA,NA
"MAKE AMERICA GREAT AGAIN! https://t.co/NVDVRrWLs4",FALSE,91565,NA,2017-07-09 12:57:58,FALSE,NA,"884033889613828096",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","realDonaldTrump",23286,FALSE,FALSE,NA,NA
"Sanctions were not discussed at my meeting with President Putin. Nothing will be done until the Ukrainian &amp; Syrian problems are solved!",FALSE,78547,NA,2017-07-09 12:31:23,FALSE,NA,"884027201804488704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",19072,FALSE,FALSE,NA,NA
"...have it. Fake News said 17 intel agencies when actually 4 (had to apologize). Why did Obama do NOTHING when he had info before election?",FALSE,83770,NA,2017-07-09 12:06:30,FALSE,NA,"884020939264073728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",19510,FALSE,FALSE,NA,NA
"...and safe. Questions were asked about why the CIA &amp; FBI had to ask the DNC 13 times for their SERVER, and were rejected, still don't....",FALSE,74376,NA,2017-07-09 11:57:55,FALSE,NA,"884018776391503872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",18209,FALSE,FALSE,NA,NA
"Putin &amp; I discussed forming an impenetrable Cyber Security unit    so that election hacking, &amp; many other negative things, will be guarded..",FALSE,78878,NA,2017-07-09 11:50:24,FALSE,NA,"884016887692234753",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",19457,FALSE,FALSE,NA,NA
"...We negotiated a ceasefire in parts of Syria which will save lives. Now it is time to move forward in working constructively with Russia!",FALSE,93728,NA,2017-07-09 11:37:42,FALSE,NA,"884013689736769536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",22269,FALSE,FALSE,NA,NA
"I strongly pressed President Putin twice about Russian meddling in our election. He vehemently denied it. I've already given my opinion.....",FALSE,79748,NA,2017-07-09 11:31:22,FALSE,NA,"884012097805406208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",18404,FALSE,FALSE,NA,NA
