"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Horrible and cowardly terrorist attack on innocent and defenseless worshipers in Egypt. The world cannot tolerate t… https://t.co/73hMjYKjMI",FALSE,17705,NA,2017-11-24 15:27:13,TRUE,NA,"934080974773776384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",5008,FALSE,FALSE,NA,NA
"After Turkey call I will be heading over to Trump National Golf Club, Jupiter, to play golf (quickly) with Tiger Wo… https://t.co/QIHCtDSqgV",FALSE,43136,NA,2017-11-24 12:10:46,TRUE,NA,"934031535757582336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",7800,FALSE,FALSE,NA,NA
"Will be speaking to President Recep Tayyip Erdogan of Turkey this morning about bringing peace to the mess that I i… https://t.co/1PLdvtd5rj",FALSE,32905,NA,2017-11-24 12:04:13,TRUE,NA,"934029886842458112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",8462,FALSE,FALSE,NA,NA
"Can you believe that the disrespect for our Country, our Flag, our Anthem continues without penalty to the players.… https://t.co/4hdK4d7KC7",FALSE,26490,NA,2017-11-24 11:48:58,TRUE,NA,"934026050388013056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",6580,FALSE,FALSE,NA,NA
"Two great people! https://t.co/5cVnMhnmuH",FALSE,42289,NA,2017-11-24 04:54:37,FALSE,NA,"933921775984967681",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",9274,FALSE,FALSE,NA,NA
"A great guy (with great ratings)! https://t.co/S0S6xqrjSC",FALSE,41003,NA,2017-11-24 04:42:17,FALSE,NA,"933918671503753216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",7621,FALSE,FALSE,NA,NA
"ObamaCare premiums are going up, up, up, just as I have been predicting for two years. ObamaCare is OWNED by the De… https://t.co/CfvGYklDsE",FALSE,69850,NA,2017-11-23 23:18:00,TRUE,NA,"933837062293291008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",14913,FALSE,FALSE,NA,NA
"My great honor to join our incredible men and women of the @USCG, at the Lake Worth Inlet Station, in Riviera Beach… https://t.co/x3XZJA9DiF",FALSE,44260,NA,2017-11-23 22:54:41,TRUE,NA,"933831194558582784",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","realDonaldTrump",8934,FALSE,FALSE,NA,NA
"HAPPY THANKSGIVING! https://t.co/nQhi7XopMW",FALSE,89993,NA,2017-11-23 15:35:13,FALSE,NA,"933720598383026176",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","realDonaldTrump",22915,FALSE,FALSE,NA,NA
"Will be doing a live Thanksgiving Video Teleconference with Members of the Military at 9:00 A.M.  Afghanistan, Iraq… https://t.co/1PfyK6f4DK",FALSE,46563,"realDonaldTrump",2017-11-23 13:43:24,TRUE,"933662564587855877","933692459351265280","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",8028,FALSE,FALSE,NA,NA
"MAKE AMERICA GREAT AGAIN!",FALSE,135797,NA,2017-11-23 11:44:36,FALSE,NA,"933662564587855877",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",34648,FALSE,FALSE,NA,NA
"@ThePlumLineGS MAKE AMERICA GREAT AGAIN!",FALSE,6584,"ThePlumLineGS",2017-11-23 11:31:09,FALSE,"933356565008125952","933659179348299776","20508720","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",2453,FALSE,FALSE,NA,NA
"HAPPY THANKSGIVING, your Country is starting to do really well. Jobs coming back, highest Stock Market EVER, Milita… https://t.co/JmdSe29W8E",FALSE,191057,NA,2017-11-23 11:28:32,TRUE,NA,"933658521828315136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",41940,FALSE,FALSE,NA,NA
"....And it will get even better with Tax Cuts! https://t.co/75wozGJQoP",FALSE,47282,NA,2017-11-23 02:06:57,FALSE,NA,"933517194142584833",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",9817,FALSE,FALSE,NA,NA
"I have long given the order to help Argentina with the Search and Rescue mission of their missing submarine. 45 peo… https://t.co/zl3PZApiTt",FALSE,118574,NA,2017-11-22 21:32:18,TRUE,NA,"933448074348900354",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",24965,FALSE,FALSE,NA,NA
"51 Million American to travel this weekend - highest number in twelve years (AAA). Traffic and airports are running very smoothly!  @FoxNews",FALSE,59554,NA,2017-11-22 21:25:11,FALSE,NA,"933446283632824321",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",10752,FALSE,FALSE,NA,NA
"The @USNavy is conducting search and rescue following aircraft crash. We are monitoring the situation. Prayers for… https://t.co/CX0C8dU4h7",FALSE,49000,NA,2017-11-22 13:00:38,TRUE,NA,"933319309551685633",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",11035,FALSE,FALSE,NA,NA
"Will be having meetings and working the phones from the Winter White House in Florida (Mar-a-Lago). Stock Market hi… https://t.co/nfmwwXtyRy",FALSE,74768,NA,2017-11-22 11:51:22,TRUE,NA,"933301876975718401",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",15484,FALSE,FALSE,NA,NA
"The NFL is now thinking about a new idea - keeping teams in the Locker Room during the National Anthem next season.… https://t.co/tqZuHcaCyG",FALSE,115126,NA,2017-11-22 10:48:10,TRUE,NA,"933285973277868032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",24707,FALSE,FALSE,NA,NA
"...LaVar, you could have spent the next 5 to 10 years during Thanksgiving with your son in China, but no NBA contra… https://t.co/R7yb95fkUw",FALSE,154951,NA,2017-11-22 10:33:28,TRUE,NA,"933282274937733126",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",38283,FALSE,FALSE,NA,NA
"It wasn’t the White House, it wasn’t the State Department, it wasn’t father LaVar’s so-called people on the ground… https://t.co/U895bwpOnK",FALSE,122177,NA,2017-11-22 10:25:22,TRUE,NA,"933280234220134401",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",32618,FALSE,FALSE,NA,NA
"Today, we continued a wonderful American Tradition at the White House. Drumstick and Wishbone will live out their d… https://t.co/kATC8YVCyz",FALSE,72429,NA,2017-11-21 22:49:40,TRUE,NA,"933105158275325952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",14592,FALSE,FALSE,NA,NA
"President Donald J. Trump and @FLOTUS Melania Participate in the Pardoning of the National Thanksgiving Turkey at t… https://t.co/QkuaKB68Dp",FALSE,62197,NA,2017-11-21 18:25:24,TRUE,NA,"933038654171344896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",14390,FALSE,FALSE,NA,NA
"Under President Trump unemployment rate will drop below 4%.  Analysts predict economic boom for 2018!  @foxandfriends and @Varneyco",FALSE,78144,NA,2017-11-20 11:55:57,FALSE,NA,"932578255810498560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",17909,FALSE,FALSE,NA,NA
"Marshawn Lynch of the NFL’s Oakland Raiders stands for the Mexican Anthem and sits down to boos for our National An… https://t.co/5P18NSv8ZW",FALSE,155275,NA,2017-11-20 11:25:38,TRUE,NA,"932570628451954688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",37389,FALSE,FALSE,NA,NA
"Republican Senators are working very hard to get Tax Cuts and Tax Reform approved. Hopefully it will not be long an… https://t.co/m0GyFBDPkQ",FALSE,73174,NA,2017-11-20 02:21:24,TRUE,NA,"932433668068528131",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",14779,FALSE,FALSE,NA,NA
"Border Patrol Officer killed at Southern Border, another badly hurt. We will seek out and bring to justice those re… https://t.co/rgYCrqyrR9",FALSE,149340,NA,2017-11-20 01:29:02,TRUE,NA,"932420488642617344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",36484,FALSE,FALSE,NA,NA
"Big-game trophy decision will be announced next week but will be very hard pressed to change my mind that this horr… https://t.co/HgHgIVikj3",FALSE,64906,NA,2017-11-19 23:57:10,TRUE,NA,"932397369655808001",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",13475,FALSE,FALSE,NA,NA
"Shoplifting is a very big deal in China, as it should be (5-10 years in jail), but not to father LaVar. Should have… https://t.co/TyDMChjEIM",FALSE,134442,NA,2017-11-19 23:36:40,TRUE,NA,"932392209445457920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",30236,FALSE,FALSE,NA,NA
"Sen. Jeff Flake(y), who is unelectable in the Great State of Arizona (quit race, anemic polls) was caught (purposel… https://t.co/ch8x9i4qN7",FALSE,69481,"realDonaldTrump",2017-11-19 23:22:17,TRUE,"932303108146892801","932388590344196096","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",16439,FALSE,FALSE,NA,NA
"Now that the three basketball players are out of China and saved from years in jail, LaVar Ball, the father of LiAn… https://t.co/371qJ1biwh",FALSE,273783,NA,2017-11-19 17:42:36,TRUE,NA,"932303108146892801",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",77278,FALSE,FALSE,NA,NA
"Crooked Hillary Clinton is the worst (and biggest) loser of all time. She just can’t stop, which is so good for the… https://t.co/dsLJX3x1M3",FALSE,190345,NA,2017-11-18 13:31:47,TRUE,NA,"931877599034388480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",51068,FALSE,FALSE,NA,NA
"Put big game trophy decision on hold until such time as I review all conservation facts. Under study for years. Wil… https://t.co/HalVQryMu4",FALSE,127759,NA,2017-11-18 00:47:03,TRUE,NA,"931685146415255552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",23529,FALSE,FALSE,NA,NA
"Today, it was an honor to celebrate the Collegiate National Champions of 2016/2017 at the @WhiteHouse!… https://t.co/EDZ5NjVfgq",FALSE,54454,NA,2017-11-17 23:13:27,TRUE,NA,"931661592135168000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",10877,FALSE,FALSE,NA,NA
"Together, we're going to restore safety to our streets and peace to our communities, and we're going to destroy the… https://t.co/hAY44qICh6",FALSE,75406,NA,2017-11-17 15:03:16,TRUE,NA,"931538234169069568",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","realDonaldTrump",19746,FALSE,FALSE,NA,NA
"If Democrats were not such obstructionists and understood the power of lower taxes, we would be able to get many of their ideas into Bill!",FALSE,99251,NA,2017-11-17 11:00:43,FALSE,NA,"931477193255014400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",21459,FALSE,FALSE,NA,NA
"Great numbers on Stocks and the Economy. If we get Tax Cuts and Reform, we'll really see some great results!",FALSE,74552,NA,2017-11-17 10:29:37,FALSE,NA,"931469365538672640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",14584,FALSE,FALSE,NA,NA
".And to think that just last week he was lecturing anyone who would listen about sexual harassment and respect for women. Lesley Stahl tape?",FALSE,84986,NA,2017-11-17 03:15:49,FALSE,NA,"931360196554821632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",20302,FALSE,FALSE,NA,NA
"The Al Frankenstien picture is really bad, speaks a thousand words. Where do his hands go in pictures 2, 3, 4, 5 &amp; 6 while she sleeps? .....",FALSE,87110,NA,2017-11-17 03:06:34,FALSE,NA,"931357870024687616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",24197,FALSE,FALSE,NA,NA
