"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"...big unnecessary regulation cuts made it all possible” (among many other things). “President Trump reversed the p… https://t.co/wnLrQrTsWp",FALSE,55863,NA,2018-01-14 13:59:35,TRUE,NA,"952540700683497472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",12613,FALSE,FALSE,NA,NA
"“President Trump is not getting the credit he deserves for the economy. Tax Cut bonuses to more than 2,000,000 work… https://t.co/0US33d7EuY",FALSE,70871,NA,2018-01-14 13:50:14,TRUE,NA,"952538350333939713",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",16343,FALSE,FALSE,NA,NA
"I, as President, want people coming into our Country who are going to help us become strong and great again, people… https://t.co/IkpH8hauTL",FALSE,98869,NA,2018-01-14 13:19:06,TRUE,NA,"952530515894169601",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",25634,FALSE,FALSE,NA,NA
"DACA is probably dead because the Democrats don’t really want it, they just want to talk and take desperately neede… https://t.co/gZRLa3KopW",FALSE,81725,NA,2018-01-14 13:09:09,TRUE,NA,"952528011869478912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",19649,FALSE,FALSE,NA,NA
"...and they knew exactly what I said and meant. They just wanted a story. FAKE NEWS!",FALSE,59361,NA,2018-01-14 13:01:44,FALSE,NA,"952526145064505345",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",12165,FALSE,FALSE,NA,NA
"The Wall Street Journal stated falsely that I said to them “I have a good relationship with Kim Jong Un” (of N. Kor… https://t.co/ZvyN9rhbFn",FALSE,68249,NA,2018-01-14 12:58:43,TRUE,NA,"952525384242876416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",16570,FALSE,FALSE,NA,NA
"So much Fake News is being reported. They don’t even try to get it right, or correct it when they are wrong. They p… https://t.co/O5Mqd6avqH",FALSE,131107,NA,2018-01-13 22:08:34,TRUE,NA,"952301373479104512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",31427,FALSE,FALSE,NA,NA
"I don’t believe the Democrats really want to see a deal on DACA. They are all talk and no action. This is the time… https://t.co/K5o4njHvXx",FALSE,114825,NA,2018-01-13 14:20:01,TRUE,NA,"952183458922672130",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",25781,FALSE,FALSE,NA,NA
"AMERICA FIRST!",FALSE,140920,NA,2018-01-13 13:14:20,FALSE,NA,"952166927476183040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",35091,FALSE,FALSE,NA,NA
"The Democrats are all talk and no action. They are doing nothing to fix DACA. Great opportunity missed. Too bad!",FALSE,96044,NA,2018-01-13 13:14:03,FALSE,NA,"952166857670320128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",20619,FALSE,FALSE,NA,NA
"Yesterday was a big day for the stock market. Jobs are coming back to America. Chrysler is coming back to the USA,… https://t.co/0BKC8RejRA",FALSE,109165,NA,2018-01-13 13:13:12,TRUE,NA,"952166643202916352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","realDonaldTrump",23250,FALSE,FALSE,NA,NA
